idx,ts_iso,run_id,planner,seed,tipo,params_json,source,validada,motivo_rechazo,ejecutada,error_ejecucion,delay_s,exec_s
13,2026-07-11T01:11:47.659079+02:00,rule_run06,rule,1006,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,10,53.09
14,2026-07-11T01:12:52.057714+02:00,rule_run06,rule,1006,usar_twitter,{},rule,ok,,ok,,20,15.11
15,2026-07-11T01:13:29.341177+02:00,rule_run06,rule,1006,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,8,102.94
1,2026-07-11T01:47:29.417707+02:00,rule_run07,rule,1007,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,9,89.6
2,2026-07-11T01:49:08.923651+02:00,rule_run07,rule,1007,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,13,6.06
3,2026-07-11T01:49:29.922331+02:00,rule_run07,rule,1007,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,17,35.79
4,2026-07-11T01:50:23.889353+02:00,rule_run07,rule,1007,revisar_correo,{},rule,ok,,fallo,ver session.log,13,53.65
5,2026-07-11T01:51:33.487744+02:00,rule_run07,rule,1007,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,15,58.29
6,2026-07-11T01:52:47.541441+02:00,rule_run07,rule,1007,usar_twitter,{},rule,ok,,ok,,24,14.35
7,2026-07-11T01:53:26.177787+02:00,rule_run07,rule,1007,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,9,105.93
8,2026-07-11T01:55:23.747933+02:00,rule_run07,rule,1007,ver_streaming,{},rule,ok,,ok,,14,36.8
9,2026-07-11T01:56:17.281753+02:00,rule_run07,rule,1007,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,25,78.12
10,2026-07-11T01:58:02.126269+02:00,rule_run07,rule,1007,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,9,6.08
11,2026-07-11T01:58:17.440574+02:00,rule_run07,rule,1007,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,22,34.42
12,2026-07-11T01:59:16.375337+02:00,rule_run07,rule,1007,revisar_correo,{},rule,ok,,fallo,ver session.log,17,51.15
13,2026-07-11T02:00:28.045826+02:00,rule_run07,rule,1007,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,9,60.56
14,2026-07-11T02:01:39.588433+02:00,rule_run07,rule,1007,usar_twitter,{},rule,ok,,ok,,9,14.21
15,2026-07-11T02:02:04.615066+02:00,rule_run07,rule,1007,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,21,104.17
1,2026-07-11T02:37:24.523432+02:00,rule_run08,rule,1008,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,24,63.12
2,2026-07-11T02:38:54.728373+02:00,rule_run08,rule,1008,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,22,5.88
3,2026-07-11T02:39:26.500954+02:00,rule_run08,rule,1008,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,18,36.78
4,2026-07-11T02:40:24.081985+02:00,rule_run08,rule,1008,revisar_correo,{},rule,ok,,fallo,ver session.log,10,51.98
5,2026-07-11T02:41:26.060611+02:00,rule_run08,rule,1008,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,11,58.42
6,2026-07-11T02:42:38.498081+02:00,rule_run08,rule,1008,usar_twitter,{},rule,ok,,ok,,9,13.22
7,2026-07-11T02:43:04.829843+02:00,rule_run08,rule,1008,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,12,106.03
8,2026-07-11T02:45:04.335368+02:00,rule_run08,rule,1008,ver_streaming,{},rule,ok,,ok,,11,34.93
9,2026-07-11T02:45:50.557447+02:00,rule_run08,rule,1008,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,19,92.84
10,2026-07-11T02:47:43.774013+02:00,rule_run08,rule,1008,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,8,5.97
11,2026-07-11T02:48:00.987716+02:00,rule_run08,rule,1008,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,25,34.2
12,2026-07-11T02:49:01.073529+02:00,rule_run08,rule,1008,revisar_correo,{},rule,ok,,fallo,ver session.log,18,51.45
13,2026-07-11T02:50:11.566628+02:00,rule_run08,rule,1008,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,16,74.42
14,2026-07-11T02:51:42.781735+02:00,rule_run08,rule,1008,usar_twitter,{},rule,ok,,ok,,15,13.55
15,2026-07-11T02:52:14.396746+02:00,rule_run08,rule,1008,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,23,103.11
1,2026-07-11T03:26:01.543409+02:00,rule_run09,rule,1009,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,13,18.4
2,2026-07-11T03:26:34.435165+02:00,rule_run09,rule,1009,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,8,5.91
3,2026-07-11T03:26:50.810883+02:00,rule_run09,rule,1009,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,23,35.98
4,2026-07-11T03:27:51.670934+02:00,rule_run09,rule,1009,revisar_correo,{},rule,ok,,fallo,ver session.log,10,49.02
5,2026-07-11T03:28:53.504027+02:00,rule_run09,rule,1009,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,24,58.06
6,2026-07-11T03:30:17.665416+02:00,rule_run09,rule,1009,usar_twitter,{},rule,ok,,ok,,23,16.08
7,2026-07-11T03:30:57.266132+02:00,rule_run09,rule,1009,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,13,6.51
8,2026-07-11T03:31:17.713968+02:00,rule_run09,rule,1009,ver_streaming,{},rule,ok,,ok,,24,60.35
9,2026-07-11T03:32:43.825409+02:00,rule_run09,rule,1009,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,15,15.11
10,2026-07-11T03:33:13.995549+02:00,rule_run09,rule,1009,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,14,6.01
11,2026-07-11T03:33:35.598833+02:00,rule_run09,rule,1009,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,16,34.25
12,2026-07-11T03:34:28.270115+02:00,rule_run09,rule,1009,revisar_correo,{},rule,ok,,fallo,ver session.log,10,51.19
13,2026-07-11T03:35:31.594677+02:00,rule_run09,rule,1009,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,9,52.05
14,2026-07-11T03:36:37.036529+02:00,rule_run09,rule,1009,usar_twitter,{},rule,ok,,ok,,14,16.48
15,2026-07-11T03:37:09.978067+02:00,rule_run09,rule,1009,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,14,6.49
16,2026-07-11T03:37:34.132935+02:00,rule_run09,rule,1009,ver_streaming,{},rule,ok,,ok,,10,67.41
17,2026-07-11T03:38:53.279773+02:00,rule_run09,rule,1009,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,23,90.59
18,2026-07-11T03:40:49.923925+02:00,rule_run09,rule,1009,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,13,6.27
1,2026-07-11T04:13:38.747193+02:00,rule_run10,rule,1010,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,15,88.3
2,2026-07-11T04:15:24.413965+02:00,rule_run10,rule,1010,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,25,6.61
3,2026-07-11T04:15:58.810127+02:00,rule_run10,rule,1010,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,10,34.67
4,2026-07-11T04:16:43.913997+02:00,rule_run10,rule,1010,revisar_correo,{},rule,ok,,fallo,ver session.log,21,52.59
5,2026-07-11T04:18:00.297181+02:00,rule_run10,rule,1010,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,21,54.06
6,2026-07-11T04:19:18.516817+02:00,rule_run10,rule,1010,usar_twitter,{},rule,ok,,ok,,21,13.35
7,2026-07-11T04:19:55.424485+02:00,rule_run10,rule,1010,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,13,6.55
8,2026-07-11T04:20:18.354276+02:00,rule_run10,rule,1010,ver_streaming,{},rule,ok,,ok,,12,61.18
9,2026-07-11T04:21:33.984601+02:00,rule_run10,rule,1010,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,21,79.27
10,2026-07-11T04:23:16.802770+02:00,rule_run10,rule,1010,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,14,6.09
11,2026-07-11T04:23:41.128800+02:00,rule_run10,rule,1010,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,11,33.47
12,2026-07-11T04:24:27.229207+02:00,rule_run10,rule,1010,revisar_correo,{},rule,ok,,fallo,ver session.log,24,56.4
13,2026-07-11T04:25:50.187150+02:00,rule_run10,rule,1010,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,24,62.87
14,2026-07-11T04:27:19.843302+02:00,rule_run10,rule,1010,usar_twitter,{},rule,ok,,ok,,19,14.68
15,2026-07-11T04:27:55.042241+02:00,rule_run10,rule,1010,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,16,105.67
